applicant_id,credit_amount,age,sex,marital_status,previous_delay,job,employment,savings_status,housing,residence_since,property_magnitude,num_dependents,own_telephone,foreign_worker,checking_status,duration,credit_history,purpose,installment_commitment,other_parties,other_payment_plans,existing_credits,class
523,7119,53,male,single,FALSE,skilled,1<=X<4,<100,for free,4,no known property,2,none,yes,<0,48,no credits/all paid,furniture/equipment,3,none,none,2,bad
524,3488,23,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,100<=X<500,own,4,car,1,none,yes,no checking,24,existing paid,used car,3,none,none,1,good
525,1113,26,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,<100,own,4,real estate,2,none,yes,0<=X<200,18,existing paid,radio/tv,4,guarantor,none,1,good
526,7966,30,male,single,FALSE,skilled,<1,<100,own,3,car,1,none,yes,0<=X<200,26,existing paid,used car,2,none,none,2,good
527,1532,31,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,100<=X<500,own,3,car,1,none,yes,no checking,15,critical/other existing credit,education,4,none,none,1,good
528,1503,42,male,single,TRUE,unskilled resident,4<=X<7,<100,own,1,real estate,2,none,yes,no checking,4,critical/other existing credit,radio/tv,2,none,none,2,good
529,2302,31,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,rent,4,car,1,none,yes,<0,36,existing paid,radio/tv,4,none,none,1,bad
530,662,41,male,single,FALSE,unskilled resident,<1,<100,own,4,real estate,2,yes,yes,<0,6,existing paid,new car,3,none,none,1,good
531,2273,32,male,single,FALSE,skilled,4<=X<7,<100,own,1,car,2,none,yes,0<=X<200,36,existing paid,education,3,none,none,2,good
532,2631,28,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,100<=X<500,rent,4,car,1,yes,yes,0<=X<200,15,existing paid,new car,2,none,none,2,bad
533,1503,41,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,rent,4,real estate,1,none,yes,no checking,12,delayed previously,used car,4,none,none,1,good
534,1311,26,male,div/sep/mar/wid,FALSE,skilled,4<=X<7,100<=X<500,own,3,life insurance,1,yes,yes,no checking,24,existing paid,radio/tv,4,none,none,1,good
535,3105,25,male,single,FALSE,skilled,<1,no known savings,own,2,car,1,none,yes,no checking,24,existing paid,radio/tv,4,none,none,2,good
536,2319,33,male,div/sep/mar/wid,TRUE,skilled,<1,<100,rent,1,car,1,none,yes,>=200,21,critical/other existing credit,education,2,none,none,1,bad
537,1374,75,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,unemployed,no known savings,own,3,life insurance,1,yes,yes,<0,6,existing paid,new car,4,none,none,1,good
538,3612,37,female,div/sep/mar/wid,TRUE,skilled,>=7,<100,own,4,life insurance,1,yes,yes,0<=X<200,18,critical/other existing credit,furniture/equipment,3,none,none,1,good
539,7763,42,male,single,FALSE,high qualif/self emp/mgmt,>=7,<100,for free,4,no known property,1,none,yes,<0,48,existing paid,new car,4,none,bank,1,bad
540,3049,45,female,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,own,1,life insurance,1,none,yes,>=200,18,existing paid,furniture/equipment,1,none,stores,1,good
541,1534,23,male,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,1,real estate,1,none,yes,0<=X<200,12,existing paid,radio/tv,1,none,none,1,bad
542,2032,60,male,single,TRUE,skilled,>=7,<100,for free,4,no known property,1,yes,yes,no checking,24,delayed previously,new car,4,none,none,2,good
543,6350,31,male,single,FALSE,skilled,>=7,no known savings,own,4,life insurance,1,none,yes,<0,30,existing paid,furniture/equipment,4,none,none,1,bad
544,2864,34,male,single,FALSE,unskilled resident,1<=X<4,<100,own,1,real estate,2,none,yes,>=200,18,existing paid,furniture/equipment,2,none,none,1,bad
545,1255,61,male,single,TRUE,unskilled resident,>=7,<100,own,4,real estate,1,none,yes,no checking,12,critical/other existing credit,new car,4,none,none,2,good
546,1333,43,male,single,TRUE,skilled,unemployed,<100,for free,2,real estate,2,none,yes,<0,24,delayed previously,new car,4,none,none,2,bad
547,2022,37,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,4,car,1,yes,yes,no checking,24,critical/other existing credit,new car,4,none,none,1,good
548,1552,32,male,single,FALSE,skilled,4<=X<7,<100,own,1,car,2,none,yes,no checking,24,existing paid,radio/tv,3,none,bank,1,good
549,626,24,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,<100,own,4,real estate,1,none,yes,<0,12,all paid,radio/tv,4,none,bank,1,bad
550,8858,35,male,single,TRUE,skilled,4<=X<7,no known savings,for free,1,no known property,1,yes,yes,no checking,48,critical/other existing credit,used car,2,none,none,2,good
551,996,23,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,no known savings,own,4,real estate,1,none,yes,no checking,12,critical/other existing credit,repairs,4,none,none,2,good
552,1750,45,male,single,FALSE,unskilled resident,>=7,500<=X<1000,own,4,life insurance,2,none,yes,no checking,6,all paid,radio/tv,2,none,bank,1,good
553,6999,34,male,div/sep/mar/wid,FALSE,skilled,4<=X<7,<100,own,1,real estate,1,yes,yes,<0,48,existing paid,radio/tv,1,guarantor,none,2,bad
554,1995,27,male,single,TRUE,skilled,<1,100<=X<500,own,1,car,1,none,yes,0<=X<200,12,critical/other existing credit,new car,4,none,none,1,good
555,1199,67,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,4<=X<7,<100,own,4,life insurance,1,yes,yes,0<=X<200,9,existing paid,education,4,none,none,2,good
556,1331,22,male,single,FALSE,skilled,<1,<100,own,1,car,1,none,yes,0<=X<200,12,existing paid,radio/tv,2,none,stores,1,bad
557,2278,28,female,div/sep/mar/wid,FALSE,skilled,<1,100<=X<500,own,3,car,1,none,yes,0<=X<200,18,no credits/all paid,new car,3,none,none,2,bad
558,5003,29,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,own,4,life insurance,1,yes,yes,no checking,21,no credits/all paid,new car,1,none,bank,2,bad
559,3552,27,male,single,FALSE,skilled,4<=X<7,<100,own,4,car,1,none,yes,<0,24,all paid,furniture/equipment,3,none,bank,1,bad
560,1928,31,male,single,TRUE,unskilled resident,<1,<100,own,2,real estate,1,none,yes,0<=X<200,18,critical/other existing credit,furniture/equipment,2,none,none,2,bad
561,2964,49,male,single,FALSE,skilled,>=7,no known savings,for free,4,no known property,2,yes,yes,<0,24,existing paid,used car,4,none,bank,1,good
562,1546,24,male,single,FALSE,unskilled resident,4<=X<7,<100,rent,4,car,1,none,yes,<0,24,all paid,radio/tv,4,guarantor,bank,1,bad
563,683,29,female,div/sep/mar/wid,TRUE,skilled,<1,<100,own,1,life insurance,1,none,yes,>=200,6,delayed previously,radio/tv,2,none,bank,1,good
564,12389,37,male,single,FALSE,skilled,1<=X<4,no known savings,for free,4,no known property,1,yes,yes,0<=X<200,36,existing paid,new car,1,none,none,1,bad
565,4712,37,male,single,TRUE,high qualif/self emp/mgmt,1<=X<4,no known savings,own,2,life insurance,1,yes,yes,0<=X<200,24,delayed previously,business,4,none,bank,2,good
566,1553,23,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,100<=X<500,rent,2,life insurance,1,yes,yes,0<=X<200,24,delayed previously,radio/tv,3,none,none,2,good
567,1372,36,male,div/sep/mar/wid,FALSE,skilled,4<=X<7,<100,own,3,car,1,none,yes,<0,12,existing paid,new car,2,none,none,1,bad
568,2578,34,male,single,TRUE,skilled,>=7,>=1000,own,2,car,1,none,yes,no checking,24,critical/other existing credit,radio/tv,2,none,none,1,good
569,3979,41,male,single,FALSE,skilled,4<=X<7,no known savings,own,1,car,2,yes,yes,0<=X<200,48,existing paid,radio/tv,4,none,none,2,good
570,6758,31,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,2,car,1,yes,yes,<0,48,existing paid,radio/tv,3,none,none,1,bad
571,3234,23,female,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,rent,4,real estate,1,yes,yes,<0,24,existing paid,furniture/equipment,4,none,none,1,bad
572,5954,38,male,single,TRUE,skilled,4<=X<7,<100,own,2,car,1,none,yes,no checking,30,critical/other existing credit,radio/tv,3,co applicant,none,1,good
573,5433,26,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,unemployed,no known savings,rent,4,life insurance,1,yes,yes,no checking,24,existing paid,used car,2,none,none,1,good
574,806,22,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,<100,own,4,life insurance,1,none,yes,<0,15,existing paid,business,4,none,none,1,good
575,1082,27,male,single,FALSE,unskilled resident,>=7,<100,own,4,car,1,none,yes,0<=X<200,9,existing paid,radio/tv,4,none,none,2,good
576,2788,24,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,<100,own,3,car,1,none,yes,no checking,15,critical/other existing credit,furniture/equipment,2,co applicant,bank,2,good
577,2930,27,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,<100,own,1,real estate,1,none,yes,0<=X<200,12,existing paid,radio/tv,2,none,none,1,good
578,1927,33,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,no known savings,own,2,car,1,yes,yes,no checking,24,critical/other existing credit,education,3,none,none,2,good
579,2820,27,male,div/sep/mar/wid,TRUE,skilled,<1,<100,own,4,car,1,none,yes,0<=X<200,36,critical/other existing credit,new car,4,none,none,2,bad
580,937,27,male,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,own,3,car,1,none,yes,no checking,24,existing paid,retraining,4,none,none,2,good
581,1056,30,male,single,TRUE,skilled,>=7,<100,own,3,real estate,1,none,yes,0<=X<200,18,critical/other existing credit,new car,3,guarantor,bank,2,bad
582,3124,49,male,single,TRUE,unskilled resident,<1,<100,own,3,real estate,2,none,yes,0<=X<200,12,critical/other existing credit,new car,1,none,bank,2,good
583,1388,26,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,rent,2,real estate,1,none,yes,no checking,9,existing paid,furniture/equipment,4,none,none,1,good
584,2384,33,male,single,FALSE,unskilled resident,<1,<100,rent,1,no known property,1,none,yes,0<=X<200,36,existing paid,repairs,4,none,none,1,bad
585,2133,52,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,>=7,no known savings,for free,4,no known property,1,yes,yes,no checking,12,existing paid,new car,4,none,none,1,good
586,2039,20,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,rent,4,real estate,1,none,yes,<0,18,existing paid,furniture/equipment,1,none,bank,1,bad
587,2799,36,male,single,TRUE,skilled,1<=X<4,<100,rent,2,real estate,2,none,yes,<0,9,critical/other existing credit,new car,2,none,none,2,good
588,1289,21,male,single,FALSE,unskilled resident,1<=X<4,<100,own,1,life insurance,1,none,yes,<0,12,existing paid,furniture/equipment,4,guarantor,none,1,good
589,1217,47,male,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,<100,own,3,real estate,1,yes,yes,<0,18,existing paid,domestic appliance,4,none,none,1,bad
590,2246,60,male,single,TRUE,skilled,>=7,<100,own,3,life insurance,1,none,yes,<0,12,critical/other existing credit,furniture/equipment,3,none,none,2,bad
591,385,58,female,div/sep/mar/wid,TRUE,unskilled resident,4<=X<7,<100,own,3,real estate,1,yes,yes,<0,12,critical/other existing credit,radio/tv,4,none,none,4,good
592,1965,42,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,no known savings,rent,4,car,1,yes,yes,0<=X<200,24,delayed previously,new car,4,none,none,2,good
593,1572,36,female,div/sep/mar/wid,FALSE,unskilled resident,>=7,>=1000,own,4,real estate,1,none,yes,no checking,21,existing paid,business,4,none,bank,1,good
594,2718,20,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,<100,rent,4,life insurance,1,yes,yes,0<=X<200,24,existing paid,new car,3,none,none,1,bad
595,1358,40,male,single,FALSE,high qualif/self emp/mgmt,>=7,no known savings,own,3,car,1,yes,yes,<0,24,all paid,other,4,none,stores,1,bad
596,931,32,female,div/sep/mar/wid,FALSE,unskilled resident,<1,100<=X<500,own,1,life insurance,1,none,yes,0<=X<200,6,all paid,new car,1,none,stores,1,bad
597,1442,23,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,<100,rent,4,car,1,none,yes,<0,24,existing paid,new car,4,none,none,2,bad
598,4241,36,male,single,FALSE,unskilled resident,1<=X<4,<100,own,4,real estate,1,yes,yes,0<=X<200,24,no credits/all paid,business,1,none,none,3,bad
599,2775,31,male,single,TRUE,skilled,4<=X<7,<100,own,2,life insurance,1,none,yes,no checking,18,critical/other existing credit,new car,2,none,bank,2,bad
600,3863,32,male,single,TRUE,skilled,1<=X<4,<100,for free,2,no known property,1,none,yes,no checking,24,delayed previously,business,1,none,none,1,good
601,2329,45,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,1,real estate,1,none,yes,0<=X<200,7,existing paid,radio/tv,1,guarantor,none,1,good
602,918,30,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,1,life insurance,1,none,yes,0<=X<200,9,existing paid,furniture/equipment,4,none,none,1,bad
603,1837,34,female,div/sep/mar/wid,FALSE,unskilled resident,4<=X<7,<100,for free,4,no known property,1,none,yes,0<=X<200,24,all paid,education,4,none,bank,1,bad
604,3349,28,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,1<=X<4,<100,own,2,car,1,yes,yes,no checking,36,existing paid,furniture/equipment,4,none,none,1,bad
605,1275,23,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,2,life insurance,1,none,yes,>=200,10,existing paid,furniture/equipment,4,none,none,1,good
606,2828,22,male,single,FALSE,skilled,1<=X<4,500<=X<1000,own,4,real estate,1,yes,yes,<0,24,all paid,furniture/equipment,4,none,stores,1,good
607,4526,74,male,single,TRUE,high qualif/self emp/mgmt,1<=X<4,<100,own,2,real estate,1,yes,yes,no checking,24,critical/other existing credit,business,3,none,none,1,good
608,2671,50,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,100<=X<500,for free,4,no known property,1,none,yes,0<=X<200,36,existing paid,radio/tv,4,co applicant,none,1,bad
609,2051,33,male,single,FALSE,skilled,<1,<100,own,1,real estate,1,none,yes,no checking,18,existing paid,radio/tv,4,none,none,1,good
610,1300,45,male,single,FALSE,skilled,>=7,no known savings,for free,4,no known property,2,none,yes,no checking,15,existing paid,used car,4,none,bank,1,good
611,741,22,female,div/sep/mar/wid,FALSE,skilled,unemployed,100<=X<500,own,3,life insurance,1,none,yes,<0,12,existing paid,domestic appliance,4,none,none,1,bad
612,1240,48,female,div/sep/mar/wid,FALSE,unskilled resident,>=7,100<=X<500,for free,4,no known property,2,none,yes,>=200,10,existing paid,new car,1,none,none,1,bad
613,3357,29,female,div/sep/mar/wid,FALSE,skilled,<1,>=1000,own,2,car,1,none,yes,<0,21,existing paid,radio/tv,4,none,bank,1,good
614,3632,22,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,rent,4,car,1,none,no,<0,24,all paid,used car,1,guarantor,bank,1,good
615,1808,22,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,<100,own,1,real estate,1,none,yes,no checking,18,delayed previously,furniture/equipment,4,none,none,1,bad
616,12204,48,male,single,FALSE,high qualif/self emp/mgmt,1<=X<4,no known savings,own,2,car,1,yes,yes,0<=X<200,48,no credits/all paid,business,2,none,bank,1,good
617,9157,27,male,single,TRUE,high qualif/self emp/mgmt,1<=X<4,no known savings,for free,2,no known property,1,none,yes,0<=X<200,60,delayed previously,radio/tv,2,none,none,1,good
618,3676,37,male,single,TRUE,skilled,1<=X<4,<100,rent,3,real estate,2,none,yes,<0,6,critical/other existing credit,new car,1,none,none,3,good
619,3441,21,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,100<=X<500,rent,4,car,1,none,yes,0<=X<200,30,existing paid,furniture/equipment,2,co applicant,none,1,bad
620,640,49,male,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,<100,own,2,real estate,1,none,yes,no checking,12,existing paid,new car,4,none,none,1,good
621,3652,27,male,single,TRUE,skilled,4<=X<7,<100,own,3,life insurance,1,none,yes,0<=X<200,21,critical/other existing credit,business,2,none,none,2,good
622,1530,32,male,single,TRUE,skilled,1<=X<4,<100,own,2,life insurance,1,none,yes,no checking,18,critical/other existing credit,new car,3,none,bank,2,bad
623,3914,38,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,own,2,real estate,1,none,yes,no checking,48,existing paid,business,4,none,bank,1,bad
624,1858,22,female,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,1,car,1,none,yes,<0,12,existing paid,furniture/equipment,4,none,none,1,good
625,2600,65,male,single,FALSE,skilled,1<=X<4,<100,for free,4,no known property,1,none,yes,<0,18,existing paid,radio/tv,4,none,none,2,bad
626,1979,35,male,single,FALSE,skilled,>=7,no known savings,own,2,car,1,none,yes,no checking,15,existing paid,radio/tv,4,none,none,1,good
627,2116,41,male,single,FALSE,skilled,1<=X<4,<100,own,2,real estate,1,yes,yes,>=200,6,existing paid,furniture/equipment,2,none,none,1,good
628,1437,29,male,single,FALSE,skilled,4<=X<7,100<=X<500,own,3,no known property,1,none,yes,0<=X<200,9,all paid,new car,2,none,none,1,bad
629,4042,36,male,single,TRUE,skilled,1<=X<4,500<=X<1000,own,4,real estate,1,yes,yes,no checking,42,critical/other existing credit,furniture/equipment,4,none,none,2,good
630,3832,64,male,single,FALSE,unskilled resident,>=7,no known savings,own,4,real estate,1,none,yes,no checking,9,existing paid,education,1,none,none,1,good
631,3660,28,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,4,car,1,none,yes,<0,24,existing paid,radio/tv,2,none,none,1,good
632,1553,44,male,single,FALSE,skilled,1<=X<4,<100,own,3,car,1,none,yes,<0,18,all paid,furniture/equipment,4,none,bank,1,bad
633,1444,23,male,single,FALSE,skilled,<1,no known savings,own,1,life insurance,1,none,yes,0<=X<200,15,existing paid,radio/tv,4,none,none,1,good
634,1980,19,female,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,2,car,1,none,yes,no checking,9,existing paid,furniture/equipment,2,co applicant,none,2,bad
635,1355,25,female,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,own,4,car,1,yes,yes,0<=X<200,24,existing paid,new car,3,none,none,1,bad
636,1393,47,male,single,FALSE,skilled,>=7,<100,own,4,life insurance,2,yes,yes,no checking,12,existing paid,education,4,none,bank,3,good
637,1376,28,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,500<=X<1000,own,1,car,1,none,yes,no checking,24,existing paid,radio/tv,4,none,none,1,good
638,15653,21,male,single,TRUE,skilled,4<=X<7,<100,own,4,car,1,yes,yes,no checking,60,delayed previously,radio/tv,2,none,none,2,good
639,1493,34,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,3,car,2,none,yes,no checking,12,existing paid,radio/tv,4,none,none,1,good
640,4370,26,male,single,TRUE,skilled,4<=X<7,<100,own,2,life insurance,2,yes,yes,<0,42,delayed previously,radio/tv,3,none,bank,2,bad
641,750,27,female,div/sep/mar/wid,FALSE,unemp/unskilled non res,unemployed,<100,own,1,real estate,1,none,yes,<0,18,existing paid,education,4,none,none,1,bad
642,1308,38,male,single,FALSE,unskilled resident,>=7,<100,own,4,car,1,none,yes,0<=X<200,15,existing paid,repairs,4,none,none,2,good
643,4623,40,male,single,FALSE,high qualif/self emp/mgmt,1<=X<4,100<=X<500,own,2,life insurance,1,yes,yes,no checking,15,existing paid,education,3,none,none,1,bad
644,1851,33,male,div/sep/mar/wid,TRUE,skilled,4<=X<7,<100,own,2,car,1,yes,yes,no checking,24,critical/other existing credit,radio/tv,4,guarantor,none,2,good
645,1880,32,male,div/sep/mar/wid,TRUE,high qualif/self emp/mgmt,4<=X<7,<100,own,1,life insurance,1,yes,yes,<0,18,critical/other existing credit,radio/tv,4,none,none,2,good
646,7980,27,male,single,TRUE,skilled,<1,no known savings,rent,4,car,1,yes,yes,no checking,36,delayed previously,business,4,none,none,2,bad
647,4583,32,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,2,real estate,1,none,yes,<0,30,no credits/all paid,furniture/equipment,2,guarantor,none,2,good
648,1386,26,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,500<=X<1000,own,2,life insurance,1,none,yes,no checking,12,existing paid,new car,2,none,none,1,bad
649,947,38,male,single,FALSE,skilled,4<=X<7,<100,for free,3,no known property,2,none,yes,>=200,24,existing paid,new car,4,none,bank,1,bad
650,684,40,male,single,FALSE,unskilled resident,1<=X<4,<100,rent,4,car,2,none,yes,<0,12,existing paid,education,4,none,none,1,bad
651,7476,50,male,single,FALSE,high qualif/self emp/mgmt,4<=X<7,<100,for free,1,no known property,1,yes,yes,<0,48,existing paid,education,4,none,none,1,good
652,1922,37,male,single,FALSE,unskilled resident,1<=X<4,<100,own,2,life insurance,1,none,yes,0<=X<200,12,existing paid,furniture/equipment,4,none,none,1,bad
653,2303,45,male,single,FALSE,skilled,>=7,<100,own,1,real estate,1,none,yes,<0,24,existing paid,new car,4,co applicant,none,1,bad
654,8086,42,male,single,TRUE,high qualif/self emp/mgmt,>=7,100<=X<500,own,4,car,1,yes,yes,0<=X<200,36,delayed previously,new car,2,none,none,4,bad
655,2346,35,male,single,TRUE,skilled,4<=X<7,<100,own,3,car,1,yes,yes,no checking,24,critical/other existing credit,used car,4,none,none,2,good
656,3973,22,male,single,FALSE,skilled,unemployed,<100,for free,4,no known property,1,none,yes,<0,14,existing paid,new car,1,none,none,1,good
657,888,41,male,single,FALSE,unskilled resident,>=7,<100,own,4,car,2,none,yes,0<=X<200,12,existing paid,new car,4,none,bank,1,bad
658,10222,37,male,single,FALSE,skilled,4<=X<7,no known savings,own,3,car,1,yes,yes,no checking,48,existing paid,radio/tv,4,none,stores,1,good
659,4221,28,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,1,car,1,none,yes,0<=X<200,30,no credits/all paid,business,2,none,none,2,good
660,6361,41,male,single,TRUE,skilled,>=7,<100,own,1,no known property,1,yes,yes,0<=X<200,18,critical/other existing credit,furniture/equipment,2,none,none,1,good
661,1297,23,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,rent,4,real estate,1,none,yes,>=200,12,existing paid,radio/tv,3,none,none,1,good
662,900,23,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,own,2,car,1,none,yes,<0,12,existing paid,new car,4,none,none,1,bad
663,2241,50,male,single,FALSE,skilled,>=7,<100,own,2,real estate,1,none,yes,no checking,21,existing paid,furniture/equipment,4,none,none,2,good
664,1050,35,male,single,TRUE,high qualif/self emp/mgmt,unemployed,<100,own,1,life insurance,1,yes,yes,0<=X<200,6,delayed previously,furniture/equipment,4,none,stores,2,good
665,1047,50,female,div/sep/mar/wid,TRUE,unskilled resident,1<=X<4,<100,own,4,life insurance,1,none,yes,>=200,6,critical/other existing credit,education,2,none,none,1,good
666,6314,27,male,single,TRUE,high qualif/self emp/mgmt,unemployed,<100,own,2,no known property,1,yes,yes,no checking,24,critical/other existing credit,other,4,co applicant,bank,2,good
667,3496,34,male,single,FALSE,skilled,1<=X<4,>=1000,own,2,car,2,yes,yes,0<=X<200,30,all paid,furniture/equipment,4,none,stores,1,good
668,3609,27,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,1,real estate,1,none,yes,no checking,48,all paid,business,1,none,stores,1,good
669,4843,43,male,single,TRUE,skilled,>=7,<100,rent,4,life insurance,1,yes,yes,<0,12,critical/other existing credit,new car,3,co applicant,none,2,bad
670,3017,47,male,single,TRUE,skilled,>=7,<100,own,4,life insurance,1,none,yes,>=200,30,critical/other existing credit,radio/tv,4,none,none,1,good
671,4139,27,male,single,TRUE,unskilled resident,1<=X<4,100<=X<500,own,3,life insurance,1,yes,yes,no checking,24,critical/other existing credit,business,3,none,none,2,good
672,5742,31,male,single,FALSE,skilled,4<=X<7,100<=X<500,own,2,car,1,yes,yes,no checking,36,existing paid,business,2,none,none,2,good
673,10366,42,male,single,FALSE,high qualif/self emp/mgmt,>=7,<100,own,4,life insurance,1,yes,yes,no checking,60,existing paid,new car,2,none,none,1,good
674,2080,24,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,500<=X<1000,own,2,car,1,none,yes,no checking,6,critical/other existing credit,new car,1,none,none,1,good
675,2580,41,male,single,TRUE,unskilled resident,<1,500<=X<1000,own,2,real estate,2,none,yes,no checking,21,delayed previously,business,4,none,bank,1,bad
676,4530,26,female,div/sep/mar/wid,TRUE,high qualif/self emp/mgmt,4<=X<7,<100,rent,4,car,1,yes,yes,no checking,30,critical/other existing credit,radio/tv,4,none,none,1,good
677,5150,33,male,single,TRUE,skilled,>=7,<100,own,4,car,1,yes,yes,no checking,24,critical/other existing credit,furniture/equipment,4,none,none,1,good
678,5595,24,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,100<=X<500,own,2,car,1,none,yes,0<=X<200,72,existing paid,radio/tv,2,none,none,1,bad
679,2384,64,male,single,FALSE,unskilled resident,>=7,<100,rent,4,real estate,1,none,yes,<0,24,existing paid,radio/tv,4,none,bank,1,good
680,1453,26,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,1,real estate,1,none,yes,no checking,18,existing paid,radio/tv,3,none,none,1,good
681,1538,56,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,2,no known property,1,none,yes,no checking,6,existing paid,education,1,none,none,1,good
682,2279,37,male,single,FALSE,skilled,1<=X<4,no known savings,for free,4,no known property,1,yes,yes,no checking,12,existing paid,radio/tv,4,none,none,1,good
683,1478,33,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,3,real estate,1,none,yes,no checking,15,delayed previously,radio/tv,4,none,bank,2,good
684,5103,47,male,div/sep/mar/wid,TRUE,skilled,<1,<100,for free,3,no known property,1,yes,yes,no checking,24,critical/other existing credit,radio/tv,3,none,none,3,good
685,9857,31,male,single,TRUE,unskilled resident,4<=X<7,100<=X<500,own,3,life insurance,2,yes,yes,0<=X<200,36,delayed previously,business,1,none,none,2,good
686,6527,34,male,single,FALSE,skilled,1<=X<4,no known savings,for free,4,no known property,2,yes,yes,no checking,60,existing paid,new car,4,none,none,1,good
687,1347,27,male,single,TRUE,skilled,4<=X<7,no known savings,own,2,life insurance,1,yes,yes,>=200,10,critical/other existing credit,radio/tv,4,none,none,2,good
688,2862,30,male,single,TRUE,skilled,>=7,100<=X<500,for free,3,no known property,1,none,yes,0<=X<200,36,delayed previously,new car,4,none,none,1,good
689,2753,35,male,single,FALSE,skilled,>=7,100<=X<500,own,4,car,1,yes,yes,no checking,9,existing paid,radio/tv,3,co applicant,none,1,good
690,3651,31,male,single,FALSE,skilled,1<=X<4,>=1000,own,3,life insurance,2,none,yes,<0,12,existing paid,new car,1,none,none,1,good
691,975,25,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,3,life insurance,1,none,yes,<0,15,critical/other existing credit,furniture/equipment,2,none,none,2,good
692,2631,25,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,100<=X<500,own,2,real estate,1,none,yes,0<=X<200,15,existing paid,repairs,3,none,none,1,good
693,2896,29,male,single,FALSE,skilled,<1,100<=X<500,own,1,car,1,none,yes,0<=X<200,24,existing paid,radio/tv,2,none,none,1,good
694,4716,44,male,single,TRUE,unskilled resident,<1,no known savings,own,3,real estate,2,none,yes,<0,6,critical/other existing credit,new car,1,none,none,2,good
695,2284,28,male,single,FALSE,skilled,4<=X<7,<100,own,2,car,1,yes,yes,no checking,24,existing paid,radio/tv,4,none,none,1,good
696,1236,50,male,single,FALSE,skilled,1<=X<4,500<=X<1000,rent,4,life insurance,1,none,yes,no checking,6,existing paid,used car,2,none,none,1,good
697,1103,29,male,single,FALSE,skilled,4<=X<7,<100,own,3,real estate,1,none,no,0<=X<200,12,existing paid,radio/tv,4,guarantor,none,2,good
